,Transaction_ID,Sale_Date,Shoe_Model,Colorway,Condition,Retail_Price_USD,Resale_Price_USD,Sales_Channel,Days_in_Inventory,Profit_Margin_USD
210,TRX-100211,2023-10-31,Air Jordan 1 Low,Black Cat,Used,122.0,93.7,kick hub 2026,42.0,-28.3
211,TRX-100212,2024-05-07,Air Jordan 1 Low,Sail,VNDS (Very Near Deadstock),116.0,158.12,goat,2.0,42.120000000000005
212,TRX-100213,2024-09-24,Air Jordan 1 High,Military Blue,VNDS (Very Near Deadstock),171.0,197.55,kick hub 2026,47.0,26.55000000000001
213,TRX-100214,2023-05-05,Air Jordan 1 High,Concord,Deadstock (Brand New),170.0,594.92,kick hub 2026,47.0,424.92
214,TRX-100215,2023-04-10,Air Jordan 11 Retro,Concord,VNDS (Very Near Deadstock),228.0,286.14,goat,4.0,58.13999999999999
215,TRX-100216,2024-10-11,Air Jordan 11 Retro,Military Blue,VNDS (Very Near Deadstock),228.0,229.84,goat,2.0,1.8400000000000036
216,TRX-100217,2024-04-19,Air Jordan 4 Retro,Chicago,Used,216.0,165.87,stadium goods,18.0,-50.13
217,TRX-100218,2024-04-25,Air Jordan 1 High,Military Blue,Deadstock (Brand New),175.0,573.31,kick hub 2026,9.0,398.31
218,TRX-100219,2025-08-23,Air Jordan 1 Low,Concord,Used,135.0,112.03,stockx,14.0,-22.97
219,TRX-100220,2025-07-01,Air Jordan 3 Retro,Bred,Deadstock (Brand New),200.0,669.49,stockx,6.0,469.49
220,TRX-100221,2023-08-19,Air Jordan 4 Retro,Bred,Used,224.0,174.73,stockx,5.0,-49.27000000000001
221,TRX-100222,2023-09-09,Air Jordan 1 Low,Pine Green,Used,123.0,91.4,stockx,9.0,-31.599999999999994
222,TRX-100223,2025-03-21,Air Jordan 4 Retro,Concord,VNDS (Very Near Deadstock),214.0,265.54,goat,7.0,51.54000000000002
223,TRX-100224,2025-03-08,Air Jordan 1 High,Mocha,Used,176.0,138.8,kick hub 2026,44.0,-37.19999999999999
224,TRX-100225,2023-02-24,Air Jordan 11 Retro,Lost & Found,VNDS (Very Near Deadstock),226.0,287.33,goat,4.0,61.329999999999984
225,TRX-100226,2023-10-11,Air Jordan 3 Retro,Black Cat,VNDS (Very Near Deadstock),201.0,292.64,stadium goods,36.0,91.64
226,TRX-100227,2024-07-13,Air Jordan 1 High,Mocha,Used,176.0,144.73,goat,1.0,-31.27000000000001
227,TRX-100228,2023-11-23,Air Jordan 3 Retro,Chicago,Used,210.0,131.04,stockx,3.0,-78.96000000000001
228,TRX-100229,2024-07-20,Air Jordan 1 Low,Concord,VNDS (Very Near Deadstock),134.0,136.48,kick hub 2026,58.0,2.4799999999999898
229,TRX-100230,2023-10-22,Air Jordan 11 Retro,Black Cat,Used,227.0,186.52,goat,9.0,-40.47999999999999
230,TRX-100231,2025-09-05,Air Jordan 3 Retro,Black Cat,VNDS (Very Near Deadstock),202.0,209.94,kick hub 2026,52.0,7.939999999999998
231,TRX-100232,2023-12-27,Air Jordan 11 Retro,Chicago,VNDS (Very Near Deadstock),227.0,249.59,stadium goods,53.0,22.590000000000003
232,TRX-100233,2025-05-14,Air Jordan 11 Retro,Military Blue,Deadstock (Brand New),230.0,355.33,goat,6.0,125.32999999999998
233,TRX-100234,2025-04-28,Air Jordan 11 Retro,Concord,Used,229.0,153.84,stockx,7.0,-75.16
234,TRX-100235,2023-06-23,Air Jordan 3 Retro,Pine Green,Used,205.0,152.24,stockx,3.0,-52.75999999999999
235,TRX-100236,2024-09-19,Air Jordan 1 Low,Mocha,VNDS (Very Near Deadstock),113.0,141.58,goat,11.0,28.580000000000013
236,TRX-100237,2023-02-25,Air Jordan 11 Retro,Chicago,VNDS (Very Near Deadstock),227.0,251.93,walk-in retail,55.0,24.930000000000007
237,TRX-100238,2023-02-17,Air Jordan 11 Retro,Pine Green,Used,229.0,138.25,walk-in retail,59.0,-90.75
238,TRX-100239,2024-02-02,Air Jordan 1 High,Mocha,VNDS (Very Near Deadstock),178.0,221.71,stockx,9.0,43.71000000000001
239,TRX-100240,2024-11-24,Air Jordan 11 Retro,Sail,VNDS (Very Near Deadstock),226.0,302.12,stockx,4.0,76.12
240,TRX-100241,2023-06-07,Air Jordan 11 Retro,Black Cat,Used,227.0,166.63,goat,12.0,-60.370000000000005
241,TRX-100242,2023-09-06,Air Jordan 11 Retro,Pine Green,Deadstock (Brand New),229.0,441.52,goat,11.0,212.52
242,TRX-100243,2024-09-11,Air Jordan 4 Retro,Lost & Found,Deadstock (Brand New),211.0,490.2,kick hub 2026,17.0,279.2
243,TRX-100244,2024-06-02,Air Jordan 4 Retro,Military Blue,Deadstock (Brand New),217.0,411.85,stockx,7.0,194.85
244,TRX-100245,2024-08-06,Air Jordan 4 Retro,Bred,Used,213.0,123.74,walk-in retail,14.0,-89.26
245,TRX-100246,2025-01-24,Air Jordan 4 Retro,Chicago,VNDS (Very Near Deadstock),220.0,324.56,stockx,1.0,104.56
246,TRX-100247,2024-08-31,Air Jordan 4 Retro,Chicago,Used,218.0,115.36,goat,13.0,-102.64
247,TRX-100248,2024-08-06,Air Jordan 4 Retro,Bred,VNDS (Very Near Deadstock),219.0,261.31,stadium goods,31.0,42.31
248,TRX-100249,2024-05-18,Air Jordan 3 Retro,Military Blue,Deadstock (Brand New),206.0,652.45,stockx,2.0,446.4500000000001
249,TRX-100250,2023-12-20,Air Jordan 1 High,Mocha,VNDS (Very Near Deadstock),172.0,227.76,walk-in retail,6.0,55.75999999999999
250,TRX-100251,2024-07-30,Air Jordan 3 Retro,Sail,Used,208.0,147.53,stadium goods,8.0,-60.47
253,TRX-100254,2024-03-10,Air Jordan 4 Retro,Chicago,Used,219.0,121.67,stadium goods,16.0,-97.33
254,TRX-100255,2024-03-19,Air Jordan 1 High,Chicago,Deadstock (Brand New),176.0,285.43,walk-in retail,16.0,109.43
255,TRX-100256,2025-01-05,Air Jordan 1 Low,Military Blue,VNDS (Very Near Deadstock),113.0,150.16,stadium goods,12.0,37.16
256,TRX-100257,2024-09-18,Air Jordan 1 Low,Lost & Found,Used,127.0,103.0,kick hub 2026,46.0,-24.0
257,TRX-100258,2024-02-03,Air Jordan 4 Retro,Pine Green,Deadstock (Brand New),212.0,618.67,stockx,7.0,406.67
258,TRX-100259,2025-07-16,Air Jordan 11 Retro,Chicago,VNDS (Very Near Deadstock),228.0,298.1,kick hub 2026,56.0,70.10000000000002
259,TRX-100260,2023-09-03,Air Jordan 4 Retro,Bred,Used,220.0,166.34,stadium goods,48.0,-53.66
260,TRX-100261,2023-01-16,Air Jordan 1 High,Military Blue,Deadstock (Brand New),178.0,568.72,stadium goods,47.0,390.72
261,TRX-100262,2024-12-16,Air Jordan 1 Low,Military Blue,Used,123.0,76.93,stockx,10.0,-46.06999999999999
262,TRX-100263,2023-04-27,Air Jordan 1 Low,Sail,Used,135.0,88.12,kick hub 2026,12.0,-46.88
263,TRX-100264,2024-01-01,Air Jordan 3 Retro,Military Blue,Deadstock (Brand New),210.0,270.61,walk-in retail,16.0,60.610000000000014
264,TRX-100265,2025-06-24,Air Jordan 1 Low,Sail,Deadstock (Brand New),135.0,168.47,stockx,8.0,33.47
265,TRX-100266,2023-09-30,Air Jordan 1 High,Pine Green,Used,186.0,105.45,goat,2.0,-80.55
266,TRX-100267,2024-10-09,Air Jordan 1 Low,Lost & Found,Used,136.0,94.21,stockx,3.0,-41.790000000000006
267,TRX-100268,2023-06-28,Air Jordan 4 Retro,Lost & Found,Used,213.0,123.38,stadium goods,5.0,-89.62
268,TRX-100269,2025-05-20,Air Jordan 11 Retro,Military Blue,Deadstock (Brand New),230.0,599.35,goat,13.0,369.35
269,TRX-100270,2024-06-27,Air Jordan 3 Retro,Chicago,Used,200.0,163.09,goat,6.0,-36.91
270,TRX-100271,2024-01-22,Air Jordan 1 Low,Military Blue,Used,122.0,64.23,walk-in retail,23.0,-57.77
271,TRX-100272,2024-07-01,Air Jordan 3 Retro,Black Cat,Used,202.0,153.52,kick hub 2026,51.0,-48.47999999999999
272,TRX-100273,2025-02-09,Air Jordan 3 Retro,Lost & Found,Deadstock (Brand New),200.0,605.9,kick hub 2026,56.0,405.9
273,TRX-100274,2023-12-12,Air Jordan 4 Retro,Chicago,Used,224.0,196.27,stadium goods,14.0,-27.72999999999999
274,TRX-100275,2024-09-01,Air Jordan 3 Retro,Lost & Found,Used,203.0,147.58,goat,10.0,-55.41999999999999
275,TRX-100276,2024-01-27,Air Jordan 3 Retro,Chicago,VNDS (Very Near Deadstock),201.0,294.12,kick hub 2026,31.0,93.12
276,TRX-100277,2023-10-02,Air Jordan 1 Low,Pine Green,Used,139.0,95.54,walk-in retail,22.0,-43.46
277,TRX-100278,2024-10-12,Air Jordan 1 Low,Chicago,VNDS (Very Near Deadstock),123.0,160.21,stadium goods,51.0,37.21000000000001
278,TRX-100279,2025-06-10,Air Jordan 1 High,Sail,Deadstock (Brand New),188.0,402.04,kick hub 2026,35.0,214.04
279,TRX-100280,2025-03-08,Air Jordan 1 Low,Sail,VNDS (Very Near Deadstock),136.0,165.32,kick hub 2026,12.0,29.319999999999997
280,TRX-100281,2023-01-21,Air Jordan 1 High,Black Cat,Used,175.0,148.5,kick hub 2026,18.0,-26.5
283,TRX-100284,2024-06-10,Air Jordan 1 Low,Bred,Used,137.0,115.82,kick hub 2026,50.0,-21.180000000000007
284,TRX-100285,2024-01-18,Air Jordan 4 Retro,Black Cat,Used,221.0,179.56,goat,10.0,-41.44
285,TRX-100286,2025-07-26,Air Jordan 11 Retro,Lost & Found,Deadstock (Brand New),225.0,668.65,walk-in retail,33.0,443.65
286,TRX-100287,2023-06-24,Air Jordan 1 Low,Sail,Deadstock (Brand New),140.0,292.93,kick hub 2026,25.0,152.93
287,TRX-100288,2023-02-19,Air Jordan 1 Low,Bred,Deadstock (Brand New),123.0,368.08,kick hub 2026,22.0,245.08
288,TRX-100289,2024-03-14,Air Jordan 4 Retro,Concord,Deadstock (Brand New),218.0,369.92,kick hub 2026,8.0,151.92000000000002
289,TRX-100290,2025-09-22,Air Jordan 1 Low,Black Cat,Deadstock (Brand New),112.0,153.01,walk-in retail,43.0,41.00999999999999
290,TRX-100291,2023-03-15,Air Jordan 1 Low,Bred,Used,138.0,84.73,walk-in retail,46.0,-53.27
291,TRX-100292,2024-11-11,Air Jordan 11 Retro,Pine Green,Used,225.0,147.51,goat,4.0,-77.49000000000001
292,TRX-100293,2025-07-06,Air Jordan 3 Retro,Sail,Deadstock (Brand New),203.0,650.31,kick hub 2026,53.0,447.31
293,TRX-100294,2025-05-16,Air Jordan 1 High,Black Cat,Deadstock (Brand New),180.0,517.77,kick hub 2026,30.0,337.77
294,TRX-100295,2023-01-15,Air Jordan 1 High,Pine Green,Used,172.0,147.27,goat,12.0,-24.72999999999999
295,TRX-100296,2025-05-21,Air Jordan 3 Retro,Bred,Deadstock (Brand New),205.0,575.81,kick hub 2026,25.0,370.81
296,TRX-100297,2025-02-06,Air Jordan 4 Retro,Lost & Found,Deadstock (Brand New),225.0,449.9,stadium goods,31.0,224.9
297,TRX-100298,2025-08-20,Air Jordan 1 High,Black Cat,VNDS (Very Near Deadstock),187.0,268.31,goat,11.0,81.31
298,TRX-100299,2025-02-01,Air Jordan 4 Retro,Concord,VNDS (Very Near Deadstock),222.0,332.15,kick hub 2026,58.0,110.14999999999998
299,TRX-100300,2024-06-25,Air Jordan 3 Retro,Pine Green,VNDS (Very Near Deadstock),202.0,270.87,goat,11.0,68.87
300,TRX-100301,2025-05-22,Air Jordan 1 Low,Black Cat,Deadstock (Brand New),115.0,250.66,stockx,6.0,135.66
301,TRX-100302,2025-03-04,Air Jordan 1 Low,Chicago,Deadstock (Brand New),139.0,328.15,stadium goods,27.0,189.15
302,TRX-100303,2023-03-08,Air Jordan 3 Retro,Black Cat,Deadstock (Brand New),201.0,330.78,goat,2.0,129.77999999999997
303,TRX-100304,2023-05-27,Air Jordan 1 Low,Mocha,Deadstock (Brand New),126.0,252.81,kick hub 2026,34.0,126.81
304,TRX-100305,2024-05-19,Air Jordan 1 Low,Sail,VNDS (Very Near Deadstock),122.0,141.12,stockx,12.0,19.120000000000005
305,TRX-100306,2024-05-13,Air Jordan 3 Retro,Mocha,Used,205.0,123.84,goat,3.0,-81.16
306,TRX-100307,2024-01-21,Air Jordan 11 Retro,Sail,Deadstock (Brand New),226.0,439.93,kick hub 2026,13.0,213.93
307,TRX-100308,2025-01-20,Air Jordan 4 Retro,Military Blue,Used,223.0,195.53,stockx,11.0,-27.47
308,TRX-100309,2024-11-07,Air Jordan 4 Retro,Mocha,Used,220.0,123.02,stockx,12.0,-96.98
309,TRX-100310,2024-10-24,Air Jordan 3 Retro,Bred,VNDS (Very Near Deadstock),205.0,212.7,walk-in retail,25.0,7.699999999999989
311,TRX-100312,2023-09-12,Air Jordan 4 Retro,Black Cat,Used,220.0,161.37,walk-in retail,6.0,-58.63
313,TRX-100314,2024-02-10,Air Jordan 3 Retro,Black Cat,Deadstock (Brand New),202.0,451.35,kick hub 2026,11.0,249.35
314,TRX-100315,2023-04-19,Air Jordan 1 High,Sail,Used,173.0,153.8,stadium goods,28.0,-19.19999999999999
315,TRX-100316,2023-08-03,Air Jordan 4 Retro,Pine Green,Deadstock (Brand New),216.0,358.11,goat,7.0,142.11
316,TRX-100317,2024-05-18,Air Jordan 1 Low,Lost & Found,Deadstock (Brand New),113.0,293.67,stockx,7.0,180.67
317,TRX-100318,2024-05-26,Air Jordan 4 Retro,Lost & Found,VNDS (Very Near Deadstock),218.0,209.92,stockx,9.0,-8.080000000000013
318,TRX-100319,2025-06-09,Air Jordan 1 Low,Mocha,VNDS (Very Near Deadstock),137.0,148.64,stockx,9.0,11.639999999999986
319,TRX-100320,2023-04-15,Air Jordan 1 Low,Military Blue,Used,124.0,99.95,walk-in retail,7.0,-24.05
320,TRX-100321,2024-02-11,Air Jordan 1 High,Lost & Found,Deadstock (Brand New),176.0,440.82,stadium goods,33.0,264.82
321,TRX-100322,2024-12-18,Air Jordan 1 High,Sail,Deadstock (Brand New),190.0,311.56,walk-in retail,46.0,121.56
322,TRX-100323,2023-12-16,Air Jordan 11 Retro,Black Cat,Deadstock (Brand New),229.0,684.48,walk-in retail,53.0,455.48
323,TRX-100324,2025-07-14,Air Jordan 1 Low,Lost & Found,VNDS (Very Near Deadstock),118.0,129.74,kick hub 2026,42.0,11.740000000000007
324,TRX-100325,2024-06-06,Air Jordan 1 High,Bred,Deadstock (Brand New),170.0,543.6,kick hub 2026,32.0,373.6
325,TRX-100326,2023-04-01,Air Jordan 1 High,Military Blue,VNDS (Very Near Deadstock),171.0,170.08,stockx,9.0,-0.9199999999999876
326,TRX-100327,2025-03-27,Air Jordan 11 Retro,Military Blue,Used,226.0,135.65,stadium goods,34.0,-90.35
327,TRX-100328,2023-07-16,Air Jordan 3 Retro,Sail,Used,206.0,158.27,walk-in retail,47.0,-47.72999999999999
328,TRX-100329,2023-12-21,Air Jordan 1 High,Chicago,VNDS (Very Near Deadstock),179.0,259.78,goat,9.0,80.77999999999997
329,TRX-100330,2023-11-30,Air Jordan 3 Retro,Sail,Used,207.0,112.99,goat,9.0,-94.01
330,TRX-100331,2025-03-03,Air Jordan 1 Low,Bred,VNDS (Very Near Deadstock),110.0,162.82,goat,9.0,52.81999999999999
331,TRX-100332,2024-06-01,Air Jordan 1 Low,Chicago,Used,127.0,65.35,goat,2.0,-61.650000000000006
332,TRX-100333,2023-01-24,Air Jordan 1 Low,Bred,Used,117.0,77.68,walk-in retail,8.0,-39.31999999999999
333,TRX-100334,2024-11-22,Air Jordan 3 Retro,Sail,Deadstock (Brand New),206.0,689.93,kick hub 2026,14.0,483.93
334,TRX-100335,2024-06-08,Air Jordan 11 Retro,Pine Green,VNDS (Very Near Deadstock),230.0,340.21,kick hub 2026,53.0,110.20999999999998
335,TRX-100336,2025-02-22,Air Jordan 1 Low,Military Blue,Used,127.0,100.26,stadium goods,46.0,-26.739999999999995
336,TRX-100337,2024-11-02,Air Jordan 1 Low,Chicago,Deadstock (Brand New),110.0,282.29,stadium goods,33.0,172.29000000000002
337,TRX-100338,2024-06-03,Air Jordan 1 Low,Black Cat,Used,115.0,63.8,kick hub 2026,11.0,-51.2
338,TRX-100339,2023-11-22,Air Jordan 3 Retro,Pine Green,VNDS (Very Near Deadstock),200.0,221.96,goat,12.0,21.960000000000008
339,TRX-100340,2023-04-24,Air Jordan 4 Retro,Pine Green,Deadstock (Brand New),216.0,646.82,walk-in retail,47.0,430.8200000000001
340,TRX-100341,2024-11-29,Air Jordan 1 Low,Sail,VNDS (Very Near Deadstock),137.0,134.48,walk-in retail,33.0,-2.5200000000000102
341,TRX-100342,2023-07-14,Air Jordan 1 Low,Concord,Used,122.0,108.08,walk-in retail,38.0,-13.920000000000002
342,TRX-100343,2024-04-04,Air Jordan 11 Retro,Military Blue,Deadstock (Brand New),226.0,460.27,goat,11.0,234.27
343,TRX-100344,2023-11-30,Air Jordan 4 Retro,Chicago,Deadstock (Brand New),214.0,462.4,stockx,3.0,248.4
344,TRX-100345,2024-09-23,Air Jordan 3 Retro,Military Blue,Used,202.0,109.26,goat,1.0,-92.74
345,TRX-100346,2024-05-12,Air Jordan 4 Retro,Black Cat,VNDS (Very Near Deadstock),218.0,299.59,walk-in retail,26.0,81.58999999999997
346,TRX-100347,2023-03-15,Air Jordan 4 Retro,Black Cat,Used,225.0,139.61,kick hub 2026,46.0,-85.38999999999999
347,TRX-100348,2024-11-07,Air Jordan 11 Retro,Pine Green,Deadstock (Brand New),226.0,488.26,stockx,14.0,262.26
348,TRX-100349,2025-05-07,Air Jordan 1 Low,Pine Green,Deadstock (Brand New),131.0,356.53,kick hub 2026,50.0,225.53
349,TRX-100350,2023-01-10,Air Jordan 4 Retro,Mocha,VNDS (Very Near Deadstock),221.0,313.6,kick hub 2026,25.0,92.60000000000002
350,TRX-100351,2023-10-23,Air Jordan 1 Low,Pine Green,Used,110.0,69.78,walk-in retail,55.0,-40.22
351,TRX-100352,2024-10-17,Air Jordan 4 Retro,Concord,Used,219.0,149.37,goat,3.0,-69.63
352,TRX-100353,2023-11-28,Air Jordan 1 Low,Concord,VNDS (Very Near Deadstock),111.0,155.16,kick hub 2026,27.0,44.16
353,TRX-100354,2025-01-07,Air Jordan 1 Low,Lost & Found,Used,116.0,102.13,walk-in retail,20.0,-13.870000000000005
354,TRX-100355,2024-11-15,Air Jordan 3 Retro,Concord,Used,204.0,164.41,stockx,12.0,-39.59
355,TRX-100356,2025-08-26,Air Jordan 1 Low,Mocha,VNDS (Very Near Deadstock),132.0,155.82,stockx,11.0,23.819999999999997
356,TRX-100357,2024-12-28,Air Jordan 11 Retro,Bred,VNDS (Very Near Deadstock),226.0,203.64,stadium goods,39.0,-22.360000000000014
357,TRX-100358,2023-02-16,Air Jordan 1 Low,Lost & Found,Used,122.0,98.73,goat,6.0,-23.27
358,TRX-100359,2024-02-21,Air Jordan 1 Low,Concord,Used,130.0,101.58,kick hub 2026,11.0,-28.42
359,TRX-100360,2025-01-07,Air Jordan 4 Retro,Military Blue,Deadstock (Brand New),221.0,449.41,walk-in retail,16.0,228.41000000000005
360,TRX-100361,2024-06-18,Air Jordan 1 Low,Chicago,Used,140.0,110.21,kick hub 2026,8.0,-29.790000000000006
362,TRX-100363,2024-06-08,Air Jordan 3 Retro,Chicago,Deadstock (Brand New),207.0,517.13,walk-in retail,24.0,310.13
363,TRX-100364,2025-01-02,Air Jordan 11 Retro,Pine Green,Deadstock (Brand New),227.0,507.27,stadium goods,22.0,280.27
364,TRX-100365,2025-03-04,Air Jordan 1 Low,Black Cat,Used,124.0,79.4,stockx,11.0,-44.6
365,TRX-100366,2024-07-20,Air Jordan 1 High,Military Blue,Used,178.0,159.88,walk-in retail,38.0,-18.120000000000005
366,TRX-100367,2024-09-29,Air Jordan 3 Retro,Pine Green,VNDS (Very Near Deadstock),201.0,283.44,kick hub 2026,56.0,82.44
367,TRX-100368,2024-01-12,Air Jordan 1 Low,Bred,VNDS (Very Near Deadstock),122.0,179.74,stadium goods,8.0,57.74000000000001
368,TRX-100369,2023-05-29,Air Jordan 4 Retro,Sail,Used,221.0,163.0,walk-in retail,19.0,-58.0
369,TRX-100370,2023-07-12,Air Jordan 1 High,Mocha,VNDS (Very Near Deadstock),178.0,187.89,kick hub 2026,33.0,9.889999999999986
370,TRX-100371,2023-08-18,Air Jordan 1 Low,Pine Green,Used,113.0,70.32,goat,9.0,-42.68000000000001
371,TRX-100372,2024-12-09,Air Jordan 3 Retro,Lost & Found,Used,203.0,123.04,kick hub 2026,8.0,-79.96
372,TRX-100373,2024-06-26,Air Jordan 1 Low,Military Blue,VNDS (Very Near Deadstock),120.0,179.48,walk-in retail,6.0,59.47999999999999
373,TRX-100374,2023-11-12,Air Jordan 1 Low,Mocha,Used,138.0,99.81,goat,14.0,-38.19
374,TRX-100375,2024-08-16,Air Jordan 4 Retro,Concord,Deadstock (Brand New),211.0,550.41,walk-in retail,14.0,339.41
375,TRX-100376,2023-10-17,Air Jordan 1 Low,Lost & Found,Deadstock (Brand New),134.0,238.13,walk-in retail,34.0,104.13
376,TRX-100377,2024-10-23,Air Jordan 3 Retro,Concord,VNDS (Very Near Deadstock),210.0,261.39,stadium goods,51.0,51.38999999999999
377,TRX-100378,2025-09-02,Air Jordan 11 Retro,Lost & Found,VNDS (Very Near Deadstock),225.0,323.22,stockx,11.0,98.22000000000004
378,TRX-100379,2023-03-08,Air Jordan 1 High,Sail,Used,179.0,132.91,goat,13.0,-46.09
379,TRX-100380,2024-05-20,Air Jordan 4 Retro,Lost & Found,Used,219.0,130.74,goat,9.0,-88.25999999999999
380,TRX-100381,2024-09-08,Air Jordan 4 Retro,Sail,Used,221.0,119.45,stadium goods,37.0,-101.55
381,TRX-100382,2024-05-13,Air Jordan 1 High,Chicago,Used,186.0,136.63,stadium goods,58.0,-49.370000000000005
382,TRX-100383,2023-01-03,Air Jordan 3 Retro,Black Cat,Used,208.0,142.32,walk-in retail,26.0,-65.68
383,TRX-100384,2023-09-03,Air Jordan 4 Retro,Mocha,Used,217.0,163.63,stockx,9.0,-53.370000000000005
385,TRX-100386,2025-01-30,Air Jordan 4 Retro,Bred,Used,213.0,176.17,goat,9.0,-36.83000000000001
386,TRX-100387,2024-01-20,Air Jordan 1 Low,Military Blue,Deadstock (Brand New),125.0,367.51,stadium goods,49.0,242.51
387,TRX-100388,2024-06-07,Air Jordan 1 High,Bred,Deadstock (Brand New),174.0,553.83,stadium goods,8.0,379.83
388,TRX-100389,2023-01-06,Air Jordan 4 Retro,Sail,VNDS (Very Near Deadstock),213.0,258.83,goat,12.0,45.829999999999984
389,TRX-100390,2024-05-08,Air Jordan 3 Retro,Lost & Found,Used,200.0,148.77,stockx,5.0,-51.22999999999999
390,TRX-100391,2024-09-18,Air Jordan 11 Retro,Bred,Deadstock (Brand New),229.0,395.27,goat,2.0,166.26999999999998
391,TRX-100392,2024-05-30,Air Jordan 11 Retro,Black Cat,Used,228.0,137.19,walk-in retail,13.0,-90.81
392,TRX-100393,2025-09-03,Air Jordan 1 Low,Sail,Used,137.0,72.7,stockx,2.0,-64.3
393,TRX-100394,2024-10-08,Air Jordan 4 Retro,Concord,Used,223.0,166.61,stockx,1.0,-56.38999999999999
394,TRX-100395,2024-05-15,Air Jordan 4 Retro,Bred,Deadstock (Brand New),215.0,318.1,stockx,10.0,103.10000000000002
396,TRX-100397,2023-08-28,Air Jordan 1 Low,Pine Green,Used,128.0,85.16,walk-in retail,24.0,-42.84
397,TRX-100398,2023-05-23,Air Jordan 11 Retro,Bred,VNDS (Very Near Deadstock),226.0,216.6,stadium goods,38.0,-9.400000000000006
398,TRX-100399,2023-03-28,Air Jordan 1 High,Mocha,Used,170.0,146.8,stockx,6.0,-23.19999999999999
399,TRX-100400,2024-10-21,Air Jordan 11 Retro,Military Blue,Deadstock (Brand New),225.0,484.46,stadium goods,17.0,259.46
400,TRX-100401,2023-11-03,Air Jordan 1 Low,Lost & Found,Deadstock (Brand New),135.0,204.64,goat,14.0,69.63999999999999
401,TRX-100402,2025-04-22,Air Jordan 1 High,Black Cat,VNDS (Very Near Deadstock),172.0,255.12,walk-in retail,16.0,83.12
402,TRX-100403,2023-03-25,Air Jordan 4 Retro,Concord,Deadstock (Brand New),215.0,437.92,walk-in retail,15.0,222.92
403,TRX-100404,2024-01-07,Air Jordan 11 Retro,Sail,Deadstock (Brand New),226.0,466.23,stockx,4.0,240.23
404,TRX-100405,2023-01-25,Air Jordan 11 Retro,Lost & Found,VNDS (Very Near Deadstock),225.0,300.67,walk-in retail,59.0,75.67000000000002
405,TRX-100406,2024-04-30,Air Jordan 3 Retro,Bred,VNDS (Very Near Deadstock),205.0,273.92,stadium goods,11.0,68.92000000000002
406,TRX-100407,2025-03-07,Air Jordan 11 Retro,Lost & Found,VNDS (Very Near Deadstock),227.0,323.71,walk-in retail,39.0,96.70999999999998
407,TRX-100408,2023-12-31,Air Jordan 1 High,Sail,Used,170.0,85.71,walk-in retail,24.0,-84.29
408,TRX-100409,2024-08-18,Air Jordan 1 High,Lost & Found,VNDS (Very Near Deadstock),190.0,201.36,walk-in retail,45.0,11.360000000000014
409,TRX-100410,2024-10-17,Air Jordan 4 Retro,Pine Green,Deadstock (Brand New),212.0,271.93,stockx,3.0,59.93000000000001
410,TRX-100411,2025-02-21,Air Jordan 11 Retro,Chicago,Used,229.0,122.56,stockx,9.0,-106.44
411,TRX-100412,2023-03-15,Air Jordan 4 Retro,Mocha,Used,220.0,173.45,walk-in retail,45.0,-46.55000000000001
412,TRX-100413,2024-01-10,Air Jordan 1 Low,Pine Green,Used,129.0,88.76,walk-in retail,30.0,-40.24
413,TRX-100414,2024-02-10,Air Jordan 3 Retro,Lost & Found,Deadstock (Brand New),204.0,283.9,walk-in retail,21.0,79.89999999999998
414,TRX-100415,2023-02-22,Air Jordan 11 Retro,Mocha,Deadstock (Brand New),227.0,660.37,stockx,6.0,433.37
415,TRX-100416,2024-05-06,Air Jordan 4 Retro,Bred,VNDS (Very Near Deadstock),214.0,268.73,walk-in retail,13.0,54.73000000000002
416,TRX-100417,2025-05-31,Air Jordan 3 Retro,Mocha,VNDS (Very Near Deadstock),209.0,248.5,stockx,8.0,39.5
